High Demand (New Haven),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Fresno),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Atlanta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Miami),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost
0,82,14,0,100,0,0,33,10,287735,1,1,1,1,6112,312,1,1,2,1,2,1205,561,1766,,0,82,14,0,100,0,0,33,10,287735,1,1,1,1,6112,312,1,1,3,0,3,3245,169,3414,,0,82,0,0,0,33,10,287735,1,1,1,1,100,6112,312,1,1,1,1,1,3,173,103,1542,1817,,0,85,13,0,100,0,0,31,11,224810,1,1,1,1,6375,366,1,1,2,1,3,1374,658,2032,,0,85,13,0,100,0,0,31,11,224810,1,1,1,1,6375,366,1,1,3,0,4,3801,198,3999,,0,85,0,0,0,31,11,224810,1,1,1,1,100,6375,366,1,1,1,1,1,2,250,57,1809,2116,,0,83,13,0,100,0,0,391,11,356272,1,1,1,1,3743,339,1,1,2,1,3,1267,610,1877,,0,83,13,0,100,0,0,391,11,356272,1,1,1,1,3743,339,1,1,3,0,3,3519,184,3703,,0,83,0,0,0,391,11,356272,1,1,1,1,100,3743,339,1,1,0,1,1,2,168,443,1676,2287,,0,82,14,0,100,0,0,378,10,287735,1,1,1,1,6112,312,1,1,2,0,2,1232,561,1793,,0,82,14,0,100,0,0,378,10,287735,1,1,1,1,6112,312,1,1,2,0,3,3250,169,3419,,0,82,0,0,0,378,10,287735,1,1,1,1,100,6112,312,1,1,0,1,1,2,173,390,1542,2105
0,75,11,0,100,0,0,36,10,381226,1,1,1,1,3028,406,1,1,2,1,3,1459,729,2188,,0,75,11,0,100,0,0,36,10,381226,1,1,1,1,3028,406,1,1,4,0,4,4200,220,4420,,0,75,0,0,0,36,10,381226,1,1,1,1,100,3028,406,1,1,1,1,1,3,234,71,2004,2309,,0,72,12,0,100,0,0,37,9,336728,1,1,1,1,3177,525,1,1,2,1,3,1867,943,2810,,0,72,12,0,100,0,0,37,9,336728,1,1,1,1,3177,525,1,1,3,0,4,5428,284,5713,,0,72,0,0,0,37,9,336728,1,1,1,1,100,3177,525,1,1,1,1,1,2,352,123,2592,3066,,0,74,11,0,100,0,0,443,9,258977,1,1,1,1,3102,265,1,1,2,1,3,1009,477,1486,,0,74,11,0,100,0,0,443,9,258977,1,1,1,1,3102,265,1,1,3,0,4,2756,144,2899,,0,74,0,0,0,443,9,258977,1,1,1,1,100,3102,265,1,1,0,2,1,3,130,361,1311,1802,,0,75,11,0,100,0,0,413,10,381226,1,1,1,1,3028,406,1,1,2,1,3,1472,729,2202,,0,75,11,0,100,0,0,413,10,381226,1,1,1,1,3028,406,1,1,4,0,4,4203,220,4422,,0,75,0,0,0,413,10,381226,1,1,1,1,100,3028,406,1,1,0,1,1,2,222,543,2004,2768
0,87,7,0,100,0,0,31,9,377734,1,1,1,1,5698,588,1,1,2,0,2,2149,1056,3205,,0,87,7,0,100,0,0,31,9,377734,1,1,1,1,5698,588,1,1,3,0,3,6088,318,6407,,0,87,0,0,0,31,9,377734,1,1,1,1,100,5698,588,1,1,1,1,1,2,340,143,2902,3385,,0,75,14,0,100,0,0,36,10,358059,1,1,1,1,4808,494,1,1,2,1,3,1786,887,2673,,0,75,14,0,100,0,0,36,10,358059,1,1,1,1,4808,494,1,1,4,0,5,5109,267,5376,,0,75,0,0,0,36,10,358059,1,1,1,1,100,4808,494,1,1,1,1,1,3,282,65,2437,2783,,0,71,14,0,100,0,0,460,10,367896,1,1,1,1,5253,341,1,1,2,1,3,1330,612,1942,,0,71,14,0,100,0,0,460,10,367896,1,1,1,1,5253,341,1,1,3,0,3,3543,184,3727,,0,71,0,0,0,460,10,367896,1,1,1,1,100,5253,341,1,1,0,2,1,3,233,645,1682,2560,,0,87,7,0,100,0,0,356,9,377734,1,1,1,1,5698,588,1,1,2,0,2,2176,1056,3232,,0,87,7,0,100,0,0,356,9,377734,1,1,1,1,5698,588,1,1,2,0,3,6093,318,6411,,0,87,0,0,0,356,9,377734,1,1,1,1,100,5698,588,1,1,0,1,1,2,331,775,2902,4008
0,76,10,0,100,0,0,35,10,378897,1,1,1,1,4508,243,1,1,2,0,2,931,437,1369,,0,76,10,0,100,0,0,35,10,378897,1,1,1,1,4508,243,1,1,3,0,3,2528,132,2660,,0,76,0,0,0,35,10,378897,1,1,1,1,100,4508,243,1,1,1,1,1,2,155,97,1202,1454,,0,88,12,0,100,0,0,31,8,388487,1,1,1,1,6060,201,1,1,2,1,3,847,360,1207,,0,88,12,0,100,0,0,31,8,388487,1,1,1,1,6060,201,1,1,4,0,4,2097,109,2205,,0,88,0,0,0,31,8,388487,1,1,1,1,100,6060,201,1,1,1,1,1,2,135,30,991,1155,,0,82,11,0,100,0,0,397,9,283692,1,1,1,1,5284,422,1,1,2,0,3,1618,758,2376,,0,82,11,0,100,0,0,397,9,283692,1,1,1,1,5284,422,1,1,3,0,3,4384,228,4612,,0,82,0,0,0,397,9,283692,1,1,1,1,100,5284,422,1,1,0,1,1,2,221,584,2084,2889,,0,76,10,0,100,0,0,405,10,378897,1,1,1,1,4508,243,1,1,2,0,2,950,437,1388,,0,76,10,0,100,0,0,405,10,378897,1,1,1,1,4508,243,1,1,2,0,2,2532,132,2663,,0,76,0,0,0,405,10,378897,1,1,1,1,100,4508,243,1,1,0,1,1,2,155,360,1202,1717
0,80,9,0,100,0,0,34,9,395249,1,1,1,1,3901,209,1,1,2,1,3,815,376,1191,,0,80,9,0,100,0,0,34,9,395249,1,1,1,1,3901,209,1,1,4,0,4,2177,113,2290,,0,80,0,0,0,34,9,395249,1,1,1,1,100,3901,209,1,1,1,1,1,3,132,40,1034,1205,,0,88,14,0,100,0,0,31,10,395972,1,1,1,1,5389,319,1,1,2,1,3,1205,574,1779,,0,88,14,0,100,0,0,31,10,395972,1,1,1,1,5389,319,1,1,3,0,4,3315,173,3488,,0,88,0,0,0,31,10,395972,1,1,1,1,100,5389,319,1,1,1,1,1,2,165,54,1577,1796,,0,74,11,0,100,0,0,441,10,395611,1,1,1,1,4645,464,1,1,2,1,3,1735,834,2570,,0,74,11,0,100,0,0,441,10,395611,1,1,1,1,4645,464,1,1,4,0,4,4816,251,5068,,0,74,0,0,0,441,10,395611,1,1,1,1,100,4645,464,1,1,0,2,1,3,252,693,2293,3237,,0,80,9,0,100,0,0,386,9,395249,1,1,1,1,3901,209,1,1,2,1,3,834,376,1210,,0,80,9,0,100,0,0,386,9,395249,1,1,1,1,3901,209,1,1,3,0,4,2180,113,2293,,0,80,0,0,0,386,9,395249,1,1,1,1,100,3901,209,1,1,0,1,1,2,125,304,1034,1462
0,77,11,0,100,0,0,35,9,240075,1,1,1,1,2754,484,1,1,2,1,2,1719,869,2587,,0,77,11,0,100,0,0,35,9,240075,1,1,1,1,2754,484,1,1,3,0,3,5001,262,5262,,0,77,0,0,0,35,9,240075,1,1,1,1,100,2754,484,1,1,1,1,1,3,304,192,2388,2884,,0,71,11,0,100,0,0,38,11,385591,1,1,1,1,2170,329,1,1,2,1,2,1166,590,1756,,0,71,11,0,100,0,0,38,11,385591,1,1,1,1,2170,329,1,1,2,0,3,3397,178,3575,,0,71,0,0,0,38,11,385591,1,1,1,1,100,2170,329,1,1,1,1,1,2,188,101,1622,1912,,0,74,11,0,100,0,0,440,8,312833,1,1,1,1,2462,406,1,1,2,1,3,1479,729,2209,,0,74,11,0,100,0,0,440,8,312833,1,1,1,1,2462,406,1,1,2,0,2,4205,220,4425,,0,74,0,0,0,440,8,312833,1,1,1,1,100,2462,406,1,1,0,1,1,2,206,530,2005,2741,,0,77,11,0,100,0,0,402,9,240075,1,1,1,1,2754,484,1,1,2,1,2,1732,869,2600,,0,77,11,0,100,0,0,402,9,240075,1,1,1,1,2754,484,1,1,2,0,3,5003,262,5265,,0,77,0,0,0,402,9,240075,1,1,1,1,100,2754,484,1,1,0,1,1,2,306,709,2388,3403
0,74,8,0,100,0,0,36,8,205282,1,1,1,1,2266,531,1,1,2,1,2,1878,954,2832,,0,74,8,0,100,0,0,36,8,205282,1,1,1,1,2266,531,1,1,3,0,4,5492,288,5779,,0,74,0,0,0,36,8,205282,1,1,1,1,100,2266,531,1,1,1,1,1,3,362,161,2623,3146,,0,82,10,0,100,0,0,33,11,350426,1,1,1,1,6459,367,1,1,2,1,3,1382,660,2042,,0,82,10,0,100,0,0,33,11,350426,1,1,1,1,6459,367,1,1,4,0,4,3810,199,4009,,0,82,0,0,0,33,11,350426,1,1,1,1,100,6459,367,1,1,1,1,1,3,228,52,1813,2093,,0,88,13,0,100,0,0,369,10,377854,1,1,1,1,6862,449,1,1,2,1,3,1757,807,2564,,0,88,13,0,100,0,0,369,10,377854,1,1,1,1,6862,449,1,1,3,0,3,4672,243,4915,,0,88,0,0,0,369,10,377854,1,1,1,1,100,6862,449,1,1,0,2,1,3,279,752,2218,3250,,0,74,8,0,100,0,0,416,8,205282,1,1,1,1,2266,531,1,1,2,1,3,1890,954,2845,,0,74,8,0,100,0,0,416,8,205282,1,1,1,1,2266,531,1,1,3,0,3,5494,288,5781,,0,74,0,0,0,416,8,205282,1,1,1,1,100,2266,531,1,1,0,1,1,2,344,847,2623,3814
0,87,8,0,100,0,0,31,11,225565,1,1,1,1,2780,248,1,1,2,0,2,904,446,1349,,0,87,8,0,100,0,0,31,11,225565,1,1,1,1,2780,248,1,1,3,0,3,2569,134,2703,,0,87,0,0,0,31,11,225565,1,1,1,1,100,2780,248,1,1,1,1,0,2,148,62,1225,1434,,0,86,12,0,100,0,0,31,10,310717,1,1,1,1,2691,549,1,1,2,1,2,1932,986,2918,,0,86,12,0,100,0,0,31,10,310717,1,1,1,1,2691,549,1,1,4,0,4,5675,297,5972,,0,86,0,0,0,31,10,310717,1,1,1,1,100,2691,549,1,1,1,1,1,2,284,96,2711,3092,,0,76,10,0,100,0,0,427,9,368141,1,1,1,1,2736,599,1,1,2,1,3,2138,1075,3213,,0,76,10,0,100,0,0,427,9,368141,1,1,1,1,2736,599,1,1,3,0,3,6192,324,6516,,0,76,0,0,0,427,9,368141,1,1,1,1,100,2736,599,1,1,0,2,1,3,317,874,2955,4146,,0,87,8,0,100,0,0,356,11,225565,1,1,1,1,2780,248,1,1,2,0,2,915,446,1360,,0,87,8,0,100,0,0,356,11,225565,1,1,1,1,2780,248,1,1,2,0,3,2571,134,2705,,0,87,0,0,0,356,11,225565,1,1,1,1,100,2780,248,1,1,0,1,0,2,148,336,1225,1709
0,77,8,0,100,0,0,35,9,287093,1,1,1,1,2185,544,1,1,2,1,2,1910,977,2888,,0,77,8,0,100,0,0,35,9,287093,1,1,1,1,2185,544,1,1,3,0,3,5623,295,5917,,0,77,0,0,0,35,9,287093,1,1,1,1,100,2185,544,1,1,1,1,1,3,276,120,2687,3082,,0,88,13,0,100,0,0,31,9,397557,1,1,1,1,4957,296,1,1,2,0,2,1126,532,1659,,0,88,13,0,100,0,0,31,9,397557,1,1,1,1,4957,296,1,1,3,0,3,3075,160,3235,,0,88,0,0,0,31,9,397557,1,1,1,1,100,4957,296,1,1,1,1,1,2,207,68,1462,1738,,0,83,15,0,100,0,0,395,9,342325,1,1,1,1,3571,420,1,1,3,1,3,1552,755,2307,,0,83,15,0,100,0,0,395,9,342325,1,1,1,1,3571,420,1,1,4,0,4,4354,227,4582,,0,83,0,0,0,395,9,342325,1,1,1,1,100,3571,420,1,1,0,2,1,3,236,646,2074,2956,,0,77,8,0,100,0,0,399,9,287093,1,1,1,1,2185,544,1,1,2,1,2,1921,977,2898,,0,77,8,0,100,0,0,399,9,287093,1,1,1,1,2185,544,1,1,2,0,3,5625,295,5919,,0,77,0,0,0,399,9,287093,1,1,1,1,100,2185,544,1,1,0,1,1,2,268,636,2687,3591
0,83,14,0,100,0,0,33,10,286989,1,1,1,1,4801,211,1,1,2,0,2,827,378,1205,,0,83,14,0,100,0,0,33,10,286989,1,1,1,1,4801,211,1,1,3,0,3,2190,114,2304,,0,83,0,0,0,33,10,286989,1,1,1,1,100,4801,211,1,1,1,1,1,2,123,73,1040,1236,,0,77,10,0,100,0,0,35,10,387363,1,1,1,1,2761,355,1,1,2,1,2,1272,637,1910,,0,77,10,0,100,0,0,35,10,387363,1,1,1,1,2761,355,1,1,3,0,3,3671,192,3863,,0,77,0,0,0,35,10,387363,1,1,1,1,100,2761,355,1,1,1,1,1,2,235,82,1752,2069,,0,80,12,0,100,0,0,407,10,237176,1,1,1,1,6281,483,1,1,2,1,3,1842,867,2709,,0,80,12,0,100,0,0,407,10,237176,1,1,1,1,6281,483,1,1,2,0,3,5012,261,5274,,0,80,0,0,0,407,10,237176,1,1,1,1,100,6281,483,1,1,0,1,1,2,243,647,2383,3274,,0,83,14,0,100,0,0,373,10,286989,1,1,1,1,4801,211,1,1,2,0,2,848,378,1226,,0,83,14,0,100,0,0,373,10,286989,1,1,1,1,4801,211,1,1,2,0,3,2194,114,2308,,0,83,0,0,0,373,10,286989,1,1,1,1,100,4801,211,1,1,0,1,1,2,124,277,1040,1441
0,83,14,0,100,0,0,33,10,399825,1,1,1,1,5916,231,1,1,2,1,3,925,415,1340,,0,83,14,0,100,0,0,33,10,399825,1,1,1,1,5916,231,1,1,3,0,4,2409,125,2534,,0,83,0,0,0,33,10,399825,1,1,1,1,100,5916,231,1,1,1,1,1,3,120,51,1142,1314,,0,73,8,0,100,0,0,37,9,343382,1,1,1,1,2437,258,1,1,2,1,2,942,464,1406,,0,73,8,0,100,0,0,37,9,343382,1,1,1,1,2437,258,1,1,2,0,2,2676,140,2816,,0,73,0,0,0,37,9,343382,1,1,1,1,100,2437,258,1,1,1,1,1,2,182,98,1276,1556,,0,88,15,0,100,0,0,371,9,271604,1,1,1,1,4177,245,1,1,2,0,3,973,440,1413,,0,88,15,0,100,0,0,371,9,271604,1,1,1,1,4177,245,1,1,2,0,3,2549,133,2681,,0,88,0,0,0,371,9,271604,1,1,1,1,100,4177,245,1,1,0,1,1,2,120,315,1209,1643,,0,83,14,0,100,0,0,374,10,399825,1,1,1,1,5916,231,1,1,2,1,3,951,415,1366,,0,83,14,0,100,0,0,374,10,399825,1,1,1,1,5916,231,1,1,3,0,3,2413,125,2538,,0,83,0,0,0,374,10,399825,1,1,1,1,100,5916,231,1,1,0,1,1,2,114,275,1142,1531
0,83,10,0,100,0,0,33,10,257416,1,1,1,1,3370,403,1,1,2,1,2,1452,724,2175,,0,83,10,0,100,0,0,33,10,257416,1,1,1,1,3370,403,1,1,4,0,5,4169,218,4387,,0,83,0,0,0,33,10,257416,1,1,1,1,100,3370,403,1,1,1,1,1,3,212,89,1989,2290,,0,86,12,0,100,0,0,31,11,270474,1,1,1,1,5605,496,1,1,2,1,2,1805,891,2696,,0,86,12,0,100,0,0,31,11,270474,1,1,1,1,5605,496,1,1,3,0,3,5139,269,5407,,0,86,0,0,0,31,11,270474,1,1,1,1,100,5605,496,1,1,1,1,1,2,327,73,2450,2850,,0,74,15,0,100,0,0,439,9,263945,1,1,1,1,4487,450,1,1,2,1,3,1691,808,2499,,0,74,15,0,100,0,0,439,9,263945,1,1,1,1,4487,450,1,1,3,0,3,4664,243,4908,,0,74,0,0,0,439,9,263945,1,1,1,1,100,4487,450,1,1,0,2,1,3,216,575,2220,3010,,0,83,10,0,100,0,0,374,10,257416,1,1,1,1,3370,403,1,1,2,1,3,1466,724,2190,,0,83,10,0,100,0,0,374,10,257416,1,1,1,1,3370,403,1,1,4,0,4,4172,218,4390,,0,83,0,0,0,374,10,257416,1,1,1,1,100,3370,403,1,1,0,1,1,2,206,482,1989,2677
0,84,12,0,100,0,0,32,8,298130,1,1,1,1,3846,425,1,1,2,1,3,1561,763,2324,,0,84,12,0,100,0,0,32,8,298130,1,1,1,1,3846,425,1,1,5,0,5,4400,230,4630,,0,84,0,0,0,32,8,298130,1,1,1,1,100,3846,425,1,1,1,1,1,3,275,76,2097,2447,,0,84,9,0,100,0,0,32,10,339428,1,1,1,1,2335,355,1,1,2,1,2,1262,637,1899,,0,84,9,0,100,0,0,32,10,339428,1,1,1,1,2335,355,1,1,3,0,3,3667,192,3859,,0,84,0,0,0,32,10,339428,1,1,1,1,100,2335,355,1,1,1,1,1,2,234,80,1751,2065,,0,74,14,0,100,0,0,441,11,218779,1,1,1,1,3090,590,1,1,2,1,3,2103,1059,3163,,0,74,14,0,100,0,0,441,11,218779,1,1,1,1,3090,590,1,1,2,0,2,6098,319,6417,,0,74,0,0,0,441,11,218779,1,1,1,1,100,3090,590,1,1,0,1,1,2,392,1010,2911,4313,,0,84,12,0,100,0,0,367,8,298130,1,1,1,1,3846,425,1,1,2,1,3,1582,763,2345,,0,84,12,0,100,0,0,367,8,298130,1,1,1,1,3846,425,1,1,4,0,4,4403,230,4633,,0,84,0,0,0,367,8,298130,1,1,1,1,100,3846,425,1,1,0,1,1,2,260,615,2097,2972
0,81,9,0,100,0,0,34,8,291986,1,1,1,1,2774,521,1,1,2,0,3,1855,937,2792,,0,81,9,0,100,0,0,34,8,291986,1,1,1,1,2774,521,1,1,3,0,4,5392,282,5674,,0,81,0,0,0,34,8,291986,1,1,1,1,100,2774,521,1,1,1,1,1,3,365,109,2574,3048,,0,85,11,0,100,0,0,31,8,287063,1,1,1,1,2931,489,1,1,2,1,2,1747,877,2625,,0,85,11,0,100,0,0,31,8,287063,1,1,1,1,2931,489,1,1,2,0,3,5053,264,5317,,0,85,0,0,0,31,8,287063,1,1,1,1,100,2931,489,1,1,1,1,1,2,279,140,2412,2830,,0,83,14,0,100,0,0,394,10,389525,1,1,1,1,5352,505,1,1,2,1,3,1891,907,2798,,0,83,14,0,100,0,0,394,10,389525,1,1,1,1,5352,505,1,1,4,0,4,5237,273,5510,,0,83,0,0,0,394,10,389525,1,1,1,1,100,5352,505,1,1,0,2,1,3,250,680,2493,3423,,0,81,9,0,100,0,0,384,8,291986,1,1,1,1,2774,521,1,1,2,0,3,1869,937,2806,,0,81,9,0,100,0,0,384,8,291986,1,1,1,1,2774,521,1,1,3,0,3,5394,282,5676,,0,81,0,0,0,384,8,291986,1,1,1,1,100,2774,521,1,1,0,1,1,2,346,840,2574,3760
0,77,14,0,100,0,0,35,10,297790,1,1,1,1,3008,362,1,1,2,1,2,1300,649,1950,,0,77,14,0,100,0,0,35,10,297790,1,1,1,1,3008,362,1,1,3,0,3,3741,196,3936,,0,77,0,0,0,35,10,297790,1,1,1,1,100,3008,362,1,1,1,1,1,3,196,83,1785,2064,,0,80,12,0,100,0,0,34,11,248353,1,1,1,1,3478,591,1,1,2,1,3,2087,1061,3148,,0,80,12,0,100,0,0,34,11,248353,1,1,1,1,3478,591,1,1,3,0,4,6106,320,6426,,0,80,0,0,0,34,11,248353,1,1,1,1,100,3478,591,1,1,1,1,1,3,383,89,2916,3389,,0,89,9,0,100,0,0,368,9,273071,1,1,1,1,3243,476,1,1,2,0,3,1739,855,2594,,0,89,9,0,100,0,0,368,9,273071,1,1,1,1,3243,476,1,1,3,0,3,4931,258,5188,,0,89,0,0,0,368,9,273071,1,1,1,1,100,3243,476,1,1,0,1,1,2,230,606,2351,3186,,0,77,14,0,100,0,0,401,10,297790,1,1,1,1,3008,362,1,1,2,1,3,1313,649,1962,,0,77,14,0,100,0,0,401,10,297790,1,1,1,1,3008,362,1,1,3,0,3,3743,196,3938,,0,77,0,0,0,401,10,297790,1,1,1,1,100,3008,362,1,1,0,1,1,2,191,449,1785,2425
0,72,10,0,100,0,0,37,8,358534,1,1,1,1,3671,333,1,1,2,1,2,1239,598,1837,,0,72,10,0,100,0,0,37,8,358534,1,1,1,1,3671,333,1,1,2,0,3,3453,180,3633,,0,72,0,0,0,37,8,358534,1,1,1,1,100,3671,333,1,1,1,1,1,3,173,110,1644,1927,,0,84,13,0,100,0,0,32,10,326840,1,1,1,1,6570,217,1,1,2,1,2,886,390,1277,,0,84,13,0,100,0,0,32,10,326840,1,1,1,1,6570,217,1,1,3,0,3,2265,118,2383,,0,84,0,0,0,32,10,326840,1,1,1,1,100,6570,217,1,1,1,1,1,2,138,48,1073,1259,,0,88,7,0,100,0,0,371,9,242687,1,1,1,1,5120,275,1,1,2,0,2,1114,494,1608,,0,88,7,0,100,0,0,371,9,242687,1,1,1,1,5120,275,1,1,3,0,3,2868,149,3017,,0,88,0,0,0,371,9,242687,1,1,1,1,100,5120,275,1,1,0,1,1,2,150,402,1359,1911,,0,72,10,0,100,0,0,429,8,358534,1,1,1,1,3671,333,1,1,2,1,2,1258,598,1856,,0,72,10,0,100,0,0,429,8,358534,1,1,1,1,3671,333,1,1,2,0,2,3456,180,3637,,0,72,0,0,0,429,8,358534,1,1,1,1,100,3671,333,1,1,0,1,1,2,174,405,1644,2223
